negative,neutral,positive,open,high,low,close,volume,ema_5,ema_20,ema_50,macd,signal,histogram,bb_upper,bb_lower,bb_middle,ATR,donchian_upper,donchian_lower,donchian_middle,obv,vwap,day_number,treasury_yield_10y,gold,sp_500,nasdaq,volatility_index,dollar_index,wti,target
1.3862943611198906,3.1354942159291497,1.9459101490553132,9.464881825219834,9.573482386605312,9.45380403309097,9.55799276216063,23.219466759060534,9.564581428851543,9.609623849707546,9.476183083557506,5.375801760314982,6.646684571589267,,9.895095784268921,9.4135704047078,9.68304067321072,7.476032840137364,9.90797745780898,9.378732023236639,9.677966176435953,24.691877302978682,9.566653229847978,1.9459101490553132,1.2252449311990588,7.175719257918173,7.891558894472113,8.839912739961422,2.4882344367123217,4.533889013478209,4.117735485200649,0.0
1.6094379124341003,2.772588722239781,0.6931471805599453,9.554865822483986,9.554865822483986,9.484610418611503,9.522095367146258,23.054554998165983,9.550619014404578,9.601610185496693,9.478023842022624,4.6502196856030436,6.456930958686597,,9.889682728312575,9.39139357753664,9.671258791069533,7.44469180232594,9.90797745780898,9.378732023236639,9.677966176435953,24.475585030782092,9.56579405221172,0.0,1.2252449311990588,7.175719257918173,7.891558894472113,8.839912739961422,2.4882344367123217,4.533889013478209,4.117735485200649,1.0
2.8903717578961645,3.8918202981106265,2.302585092994046,9.519735011333614,9.645079426831233,9.485286658203579,9.614678152180627,23.54741470442526,9.57243120514852,9.602862137260676,9.483749839524908,4.802016371439375,6.280458274584538,,9.88652373384257,9.384662925746712,9.666751413530582,7.468262647730189,9.90797745780898,9.378732023236639,9.677966176435953,24.808677473543913,9.567358479047025,0.6931471805599453,1.2427126078711048,7.1813637445624305,7.899824893738522,8.85479334917286,2.376764533671887,4.530985271364909,4.116921098996488,1.0
1.791759469228055,3.6635616461296463,2.6390573296152584,9.614417864144665,9.653345281597364,9.605452068004855,9.629182277125986,23.548915362668204,9.591708306829725,9.60539887641804,9.489869881388383,5.019109271384693,6.125737480274485,,9.882572213422627,9.37971536484536,9.66242439929758,7.425681021985065,9.90797745780898,9.378732023236639,9.677966176435953,25.058440764880796,9.56929207750749,1.0986122886681098,1.23750429528143,7.183263513432572,7.906200969329684,8.863124801779334,2.3174736679045713,4.53431848432603,4.137244413591692,1.0
3.1780538303479458,3.912023005428146,2.4849066497880004,9.633756734209259,9.6640050060717,9.583502663220672,9.655039026188138,23.804404855736003,9.613267274019227,9.610234107281629,9.496888044360606,5.3203628305405966,6.008511392219966,,9.871541432196898,9.380060752651373,9.655696159815582,7.405910253969205,9.90797745780898,9.378732023236639,9.677966176435953,25.309472457451285,9.57266216918168,1.3862943611198906,1.2392434382933317,7.185690018468937,7.910220033782112,8.864875242105855,2.3243466109036217,4.530985271364909,4.143293417315862,1.0
2.772588722239781,3.367295829986474,2.9444389791664403,9.64718787393157,9.781670095590245,9.62930066274328,9.76597682427589,23.894668391226073,9.66680379441406,9.626156716815608,9.508924000318475,5.965666429291437,6.000087997504288,,9.848680819372222,9.399369228249002,9.649050680558002,7.442462061842895,9.90797745780898,9.378732023236639,9.677966176435953,25.526978721424484,9.581078654908165,1.6094379124341003,1.2458822277057633,7.186371416374779,7.917226616487679,8.873126268442874,2.3243466109036217,4.5320616813352,4.134206073653461,1.0
0.6931471805599453,3.1780538303479458,2.1972245773362196,9.7678453399478,9.782076716334332,9.727084423806536,9.771554881275302,23.63096441743281,9.702953828076422,9.6409514901224,9.520633475946639,6.288565530531704,6.06482544311465,4.690732564571528,9.829351143167447,9.415876977497106,9.643833656620979,7.410222658072193,9.87158400352312,9.378732023236639,9.655218482441182,25.66688495238911,9.587258917346412,1.791759469228055,1.2458822277057633,7.186371416374779,7.917226616487679,8.873126268442874,2.3243466109036217,4.5320616813352,4.134206073653461,0.0
1.791759469228055,3.367295829986474,1.791759469228055,9.771572041172,9.774551278130502,9.685872453336856,9.709817824693586,23.48744431609195,9.705247065873296,9.647718353149509,9.528767507728794,6.336724630838834,6.125441534654337,4.687637135681975,9.798116633052484,9.440599916504086,9.635251177113743,7.4032885177675665,9.861560822043174,9.378732023236639,9.649008146103277,25.54685652060987,9.590507616173209,1.9459101490553132,1.2458822277057633,7.186371416374779,7.917226616487679,8.873126268442874,2.3243466109036217,4.5320616813352,4.134206073653461,0.0
3.6635616461296463,3.6109179126442243,2.9444389791664403,9.709732838701703,9.713470484543302,9.561644934870408,9.6271475555017,23.636371639036312,9.67988562875581,9.645777359960263,9.532813509391321,6.163367817274448,6.133142736757336,2.7175293390940047,9.776668326404938,9.450188573232241,9.62669332255313,7.432845215144649,9.794548375476301,9.378732023236639,9.608099169896988,25.386677671526563,9.591557570451714,0.0,1.2470322992672698,7.185083920853318,7.918886975482755,8.876040393433712,2.35327825082322,4.5361416191967985,4.138839794811288,0.0
2.9444389791664403,3.1780538303479458,3.091042453358316,9.624084460905067,9.648498524030865,9.5767180913763,9.588530228710999,23.536276458378985,9.650351519702348,9.640464285735314,9.535057974152664,5.867402163816617,6.085346056471521,,9.766101807875835,9.448791863595067,9.619980087605647,7.406469637354828,9.782076716334332,9.378732023236639,9.600603865159925,25.215682812801894,9.591482496235775,0.6931471805599453,1.265820208727791,7.179841326612648,7.9201885856010765,8.876904731165169,2.405141674433403,4.5382822273949985,4.158257873651692,1.0
