,date,negative,neutral,positive,open,high,low,close,volume
1750,2019-06-30,3,10,2,11931.990728,12178.3833598,10799.0085788,10817.1555981,27256473494.47
1751,2019-07-01,4,23,5,10796.9306183,11206.4398606,10089.3143739,10583.1345195,29378589324.45
1752,2019-07-02,10,20,7,10588.6836947,10912.1886159,9737.88454398,10801.6779238,31015895222.96
1753,2019-07-03,8,18,10,10818.1558221,11968.0776971,10818.1558221,11961.2693412,30796494293.77
1754,2019-07-04,4,12,4,11972.7185797,12006.0753559,11166.5688601,11215.4375483,25920294033.34
1755,2019-07-05,9,13,5,11203.1024876,11395.6613596,10874.9649233,10978.4599518,23838480210.05
1756,2019-07-06,2,5,2,10982.5439142,11620.9651525,10982.5439142,11208.5508454,21092024306.26
1757,2019-07-07,1,4,3,11217.6159338,11541.6198726,11148.8048129,11450.8467553,19369044276.9
1758,2019-07-08,9,20,12,11446.5971553,12345.8331464,11393.3743129,12285.958217,23482551458.31
1759,2019-07-09,1,15,4,12284.3264649,12779.1320971,12233.2620314,12573.8129407,28167921522.62
1760,2019-07-10,4,16,6,12571.5371616,13129.5289339,11710.9784147,12156.5126313,33627574244.06
1761,2019-07-11,7,13,2,12139.7138379,12144.6227945,11158.9228142,11358.661752,28595327690.1
1762,2019-07-12,7,18,3,11354.299624,11905.4870064,11179.1448437,11815.9866867,23534692796.61
1763,2019-07-13,2,5,1,11813.1273165,11841.9572004,10908.4793185,11392.3793357,21042616383.56
1764,2019-07-14,3,5,1,11381.0208987,11451.2037673,10234.5764143,10256.0582756,22486000001.35
1765,2019-07-15,8,15,3,10257.8385363,11052.7667966,9992.00724951,10895.0893874,25384047206.61
1766,2019-07-16,14,9,3,10896.6533265,10996.6332798,9448.1067483,9477.64204235,24151199069.75
1767,2019-07-17,8,14,5,9471.21400074,9963.13442838,9163.13464449,9693.80272448,24569921548.67
1768,2019-07-18,7,12,7,9698.50274016,10736.8430131,9376.79846015,10666.4828491,25187024648.17
1769,2019-07-19,5,6,4,10653.956443,10716.9806727,10229.6289244,10530.7326264,20727426309.59
1770,2019-07-20,0,7,0,10525.819,11048.6623461,10451.2760142,10767.1395226,20206615154.65
1771,2019-07-21,1,4,2,10777.5296892,10841.8877848,10389.5998035,10599.1053965,17130580467.04
1772,2019-07-22,5,12,0,10596.9480747,10651.7912019,10154.9215831,10343.1061684,16334414913.2
1773,2019-07-23,5,7,2,10346.7477047,10346.7477047,9883.59513007,9900.76801058,17851916994.61
1774,2019-07-24,5,10,7,9887.73084418,9908.7972369,9614.30658327,9811.92618837,17398734321.63
1775,2019-07-25,5,15,5,9809.09690775,10154.2540296,9773.95670972,9911.84226491,15821952090.47
1776,2019-07-26,8,13,7,9913.12718948,9916.51772964,9717.9822414,9870.30353766,14495714483.23
1777,2019-07-27,3,12,0,9871.16499086,10167.3205575,9411.52180812,9477.67767811,16817809536.37
1778,2019-07-28,5,7,2,9491.62688749,9575.54534858,9252.2968633,9552.86043541,13738687092.78
1779,2019-07-29,4,11,2,9548.17889422,9681.64800826,9472.94833737,9519.14591371,13791445323.24
1780,2019-07-30,2,16,4,9522.32895542,9701.7593939,9437.3362874,9607.42368665,13829811132.08
1781,2019-07-31,6,21,3,9604.05115871,10085.6277491,9598.09768275,10085.6277491,16631520647.75
1782,2019-08-01,1,12,6,10077.442592,10446.9203303,9922.01981608,10399.6694229,17165337857.81
1783,2019-08-02,11,18,1,10402.0434274,10657.95271,10371.0139875,10518.1746772,17489094081.7
1784,2019-08-03,0,4,1,10519.278349,10946.7813264,10503.5043975,10821.7265103,15352685060.58
1785,2019-08-04,2,5,0,10821.6329392,11009.2069143,10620.2782517,10970.1842157,16530894786.81
1786,2019-08-05,9,10,5,10960.7357349,11895.0919275,10960.7357349,11805.6537253,23875988832.34
1787,2019-08-06,3,16,7,11811.5450274,12273.8213783,11290.7316542,11478.1693461,23635107659.81
1788,2019-08-07,5,18,5,11476.1934394,12036.9898905,11433.701205,11941.9683406,22194988641.22
1789,2019-08-08,1,8,4,11954.0403364,11979.4201746,11556.1684508,11966.407405,19481591729.52
1790,2019-08-09,2,14,1,11953.4695395,11970.4577149,11709.7453788,11862.93676,18339989959.51
1791,2019-08-10,6,5,2,11861.5566954,11915.6552603,11323.8987573,11354.0242177,18125355447.05
1792,2019-08-11,0,7,3,11349.7398943,11523.5793784,11248.2948234,11523.5793784,15774371517.99
1793,2019-08-12,5,14,6,11528.1893667,11528.1893667,11320.9515001,11382.6159562,13647198229.01
1794,2019-08-13,8,14,1,11385.0524972,11420.0498609,10830.3269144,10895.8304358,16681503536.97
1795,2019-08-14,4,13,3,10889.4877427,10889.5569207,10028.1353635,10051.7039313,19990838299.88
1796,2019-08-15,12,15,1,10038.4217089,10437.4106507,9675.3164202,10311.545429,22899115082.14
1797,2019-08-16,7,12,2,10319.4203458,10524.3498284,9855.47883007,10374.3393471,20228207096.36
1798,2019-08-17,1,2,2,10358.7225407,10452.6246924,10086.6979603,10231.7438454,13778035685.02
1799,2019-08-18,2,5,1,10233.0062966,10487.070244,10119.0946079,10345.8103795,12999813869.05
1800,2019-08-19,3,13,8,10350.283631,10916.0538702,10313.2044338,10916.0538702,16038264603.26
1801,2019-08-20,14,11,7,10916.3467171,10947.0417192,10618.9606782,10763.2326304,15053082175.36
1802,2019-08-21,6,17,6,10764.5727493,10798.7297949,9962.7216442,10138.049355,19473084767.83
1803,2019-08-22,4,12,6,10142.52143,10232.9960286,9831.46262049,10131.0561021,17097508856.24
1804,2019-08-23,9,16,5,10136.3095336,10442.4435166,10078.1927261,10407.965329,15627023886.22
1805,2019-08-24,2,6,0,10407.6442328,10418.0204345,9982.29685483,10159.9605385,15451030650.36
1806,2019-08-25,3,7,2,10160.7370213,10304.6222586,10008.7887534,10138.517665,14153856609.65
1807,2019-08-26,3,16,3,10126.2995187,10512.3277534,10126.2995187,10370.8201605,18438654079.53
1808,2019-08-27,6,11,2,10372.8263035,10381.3283434,10087.3005576,10185.4998997,14762609502.77
1809,2019-08-28,5,10,1,10203.4268025,10279.3659944,9716.65581044,9754.42327325,17603790323.11
1810,2019-08-29,4,8,4,9756.78570735,9756.78570735,9421.63015965,9510.20054413,17045878500.79
1811,2019-08-30,3,15,2,9514.84485249,9656.12392624,9428.30239699,9598.17364826,13595263986.44
1812,2019-08-31,4,6,1,9597.5394476,9673.22043974,9531.79983914,9630.66384768,11454806419.01
1813,2019-09-01,3,5,1,9630.59319616,9796.75596805,9582.94463078,9757.97031807,11445355859.37
1814,2019-09-02,4,8,4,9757.47323681,10396.5913249,9730.65071681,10346.7607927,17248102293.8
1815,2019-09-03,3,14,8,10345.7251399,10736.1047208,10308.5478807,10623.5401172,19384917988.71
1816,2019-09-04,4,21,4,10621.1803306,10762.6442123,10434.7103971,10594.4933536,16742664768.54
1817,2019-09-05,2,17,3,10588.1840215,10627.2698685,10516.4182336,10575.533284,14551239507.98
1818,2019-09-06,5,12,5,10578.1978276,10898.7621803,10292.3001305,10353.3025592,19536574782.88
1819,2019-09-07,1,5,0,10353.9315807,10558.673705,10348.9192522,10517.254784,15307366476.45
1820,2019-09-08,2,6,1,10518.1141171,10595.6380804,10409.091259,10441.275979,13670567492.76
1821,2019-09-09,2,10,8,10443.2285007,10450.3115318,10144.929455,10334.9741628,17595943367.96
1822,2019-09-10,2,14,4,10336.4084054,10394.3539227,10020.5734003,10115.9757913,14906809639.11
1823,2019-09-11,5,17,4,10123.0347321,10215.9477875,9980.77667261,10178.3718893,15428063426.07
1824,2019-09-12,3,19,4,10176.8193616,10442.2538742,10099.2419536,10410.1268031,15323563925.02
1825,2019-09-13,3,10,8,10415.3625333,10441.4890164,10226.5969003,10360.5472773,14109864674.71
1826,2019-09-14,1,3,1,10345.4037591,10422.1334739,10291.6944928,10358.0491621,13468713124.12
1827,2019-09-15,4,7,1,10356.4657676,10387.0348987,10313.092448,10347.7129074,12043433567.35
1828,2019-09-16,2,17,4,10347.2222579,10386.8668661,10189.7445857,10276.7935649,15160167778.76
1829,2019-09-17,5,18,2,10281.5133161,10296.7717172,10199.7397431,10241.2721545,15304603363.06
1830,2019-09-18,3,14,2,10247.7960832,10275.9290823,10191.4695236,10198.2484072,16169268880.2
1831,2019-09-19,6,21,2,10200.4958846,10295.6689895,9851.69215634,10266.4149694,19937691247.04
1832,2019-09-20,5,18,11,10266.3185338,10285.8722648,10132.1861639,10181.6413094,14734189639.28
1833,2019-09-21,0,4,1,10183.6480972,10188.0979122,10000.7080483,10019.7169101,13425266806.33
1834,2019-09-22,0,7,1,10024.1152629,10074.4444155,9922.53339543,10070.3921064,13199651698.47
1835,2019-09-23,8,27,6,10067.9626513,10074.238246,9727.14357367,9729.32376435,15144925408.11
1836,2019-09-24,11,8,12,9729.32139737,9804.31716645,8370.80138242,8620.56642733,25002886688.93
1837,2019-09-25,5,11,1,8603.42867242,8744.82844926,8325.39633159,8486.99297206,21744728352.61
1838,2019-09-26,4,13,3,8487.66958635,8515.68528527,7895.6296228,8118.96756783,19258205289.35
1839,2019-09-27,9,15,2,8113.10095,8271.52075751,7965.92265351,8251.84555744,16408941155.51
1840,2019-09-28,3,4,2,8251.27362342,8285.6167637,8125.43166316,8245.91515478,14141152736.19
1841,2019-09-29,4,4,1,8246.03737695,8261.70737338,7990.49716007,8104.18567564,13034629108.5
1842,2019-09-30,0,16,4,8104.22636732,8314.23099666,7830.75876126,8293.86774062,17115474183.47
1843,2019-10-01,4,20,7,8299.72110496,8497.6920351,8232.67960132,8343.2766814,15305343412.83
1844,2019-10-02,4,15,4,8344.21264933,8393.04164486,8227.69570267,8393.04164486,13125712442.69
1845,2019-10-03,5,13,4,8390.77428822,8414.22717061,8146.43684146,8259.99197863,13668823409.37
1846,2019-10-04,5,12,6,8259.49447523,8260.05563096,8151.23660841,8205.93924121,13139456229.41
1847,2019-10-05,0,5,3,8210.14909246,8215.52593054,8071.12083379,8151.50052921,12200497197.22
1848,2019-10-06,3,5,1,8149.87688203,8161.41016074,7958.85083002,7988.15595888,13160830305.19
1849,2019-10-07,2,12,4,7989.12044675,8308.45022135,7905.76589842,8245.622933,18009742607.44
1850,2019-10-08,3,8,3,8246.84962925,8332.71517142,8185.7629675,8228.7831528,15592264032.12
1851,2019-10-09,5,9,4,8229.84046087,8627.70620766,8169.29898629,8595.73981722,19384942333.22
1852,2019-10-10,0,14,4,8585.2798473,8625.27283353,8471.93362208,8586.47342543,17618660671.42
1853,2019-10-11,0,8,5,8585.26280768,8721.78072149,8316.18140086,8321.75671178,19604381101.23
1854,2019-10-12,0,6,0,8315.66465289,8415.24222171,8313.34130028,8336.55527417,14532641604.53
1855,2019-10-13,2,6,1,8336.90223051,8470.98789038,8276.61224603,8321.00574668,13808286058.98
1856,2019-10-14,4,9,5,8320.83224411,8390.20904169,8284.13119151,8374.6864467,15151387859.02
1857,2019-10-15,1,14,2,8373.45825537,8410.71471368,8182.70662559,8205.36931588,15220412631.58
1858,2019-10-16,10,12,5,8204.67452005,8216.81221666,7985.08963712,8047.52686305,16071646995.52
1859,2019-10-17,5,18,1,8047.81274259,8134.8314486,8000.94263465,8103.91137325,14313052244.08
1860,2019-10-18,7,18,1,8100.93361588,8138.41371165,7902.16409743,7973.20744597,15651592610.22
1861,2019-10-19,2,8,2,7973.8037681,8082.62930791,7944.7770508,7988.56044241,13797825640.24
1862,2019-10-20,2,5,0,7997.8070221,8281.81863723,7949.43922655,8222.07826034,15504249442.11
1863,2019-10-21,6,15,3,8225.11518823,8296.69397668,8196.41634287,8243.72113905,15868748865.71
1864,2019-10-22,2,15,1,8243.40209165,8296.65115115,8074.46280468,8078.20332194,16803377856.54
1865,2019-10-23,13,13,2,8076.22846601,8092.99949202,7469.32269922,7514.67201276,21942878957.54
1866,2019-10-24,4,11,2,7509.72818274,7532.86765606,7446.98855091,7493.48873154,16268708848.76
1867,2019-10-25,5,13,9,7490.70317641,8691.53999754,7479.98432283,8660.70063696,28705065488.25
1868,2019-10-26,0,6,0,8667.57715496,10021.743983,8662.62237955,9244.97220867,44496255608.75
1869,2019-10-27,1,9,3,9241.70707513,9749.52966634,9112.54182017,9551.7149631,32593129500.74
1870,2019-10-28,3,16,9,9565.10188348,9805.11808945,9256.14838876,9256.14838876,30948255331.82
1871,2019-10-29,3,10,0,9248.4405622,9516.18104772,9232.64808578,9427.68758384,28426779937.41
1872,2019-10-30,2,17,2,9422.4633254,9426.87421747,9085.3703568,9205.72655905,27706531577.46
1873,2019-10-31,4,12,5,9202.45758879,9383.16089153,9028.71744031,9199.58483269,26583653946.63
1874,2019-11-01,6,17,2,9193.99198943,9275.65727074,9132.04757639,9261.104352,24324691031.33
1875,2019-11-02,2,2,0,9259.78300285,9377.48656728,9249.58772699,9324.71776331,21242676385.33
1876,2019-11-03,1,5,2,9324.78683223,9379.80687235,9141.25199093,9235.35487947,21132220847.49
1877,2019-11-04,3,10,3,9235.60706498,9505.05167619,9191.48573922,9412.61187106,26170255634.42
1878,2019-11-05,3,12,3,9413.00494286,9457.41843455,9256.93201502,9342.52717939,26198609047.84
1879,2019-11-06,6,16,5,9340.86427973,9423.23703723,9305.90931362,9360.87991187,23133895764.61
1880,2019-11-07,1,14,2,9352.39346741,9368.47622343,9202.35313712,9267.56114253,22700383838.52
1881,2019-11-08,9,14,3,9265.36833744,9272.75941894,8775.53408279,8804.88071936,24333037836.15
1882,2019-11-09,0,2,0,8809.46919831,8891.81831071,8793.16349154,8813.58248677,17578630605.92
1883,2019-11-10,3,7,1,8812.48953287,9103.82584426,8806.16233361,9055.52605732,20587919881.03
1884,2019-11-11,2,13,4,9056.91770059,9081.27928096,8700.60878725,8757.78854226,20265510765.31
1885,2019-11-12,4,13,2,8759.75190096,8853.76817777,8685.42814321,8815.66253925,20309769107.26
1886,2019-11-13,1,15,1,8812.03362864,8836.84179047,8761.6511216,8808.2625823,17545755404.6
1887,2019-11-14,1,11,7,8811.93633174,8826.94365923,8692.55188007,8708.09509517,19084739974.57
1888,2019-11-15,8,13,5,8705.70810061,8730.8734266,8484.84418485,8491.99201234,21796856471.09
1889,2019-11-16,0,5,0,8491.16631667,8591.99724097,8473.97406353,8550.76055694,16495389808.41
1890,2019-11-17,2,9,3,8549.47090893,8727.78922661,8500.96788688,8577.9757816,18668638896.63
1891,2019-11-18,1,10,1,8573.98009164,8653.28015751,8273.57288734,8309.28598342,21579470673.41
1892,2019-11-19,4,7,2,8305.13429095,8408.51612757,8099.96336899,8206.14591807,21083613815.95
1893,2019-11-20,3,12,0,8203.61317991,8237.23987375,8010.51190064,8027.26824331,20764300436.84
1894,2019-11-21,3,8,1,8023.64468729,8110.09813105,7597.38160764,7642.74994484,22514243371.47
1895,2019-11-22,17,10,1,7643.56942455,7697.38271398,6936.70659892,7296.57756843,34242315784.81
1896,2019-11-23,0,1,0,7296.16442479,7442.25893278,7151.41781411,7397.7968154,21008924417.7
1897,2019-11-24,7,7,0,7398.63390574,7408.57736944,7029.28912726,7047.91688176,30433517289.47
1898,2019-11-25,6,9,2,7039.97703454,7319.85680403,6617.1670508,7146.13390214,42685231261.74
1899,2019-11-26,1,10,5,7145.1590862,7320.23035135,7098.57229752,7218.37133433,21129505542.49
1900,2019-11-27,1,11,2,7220.88064968,7619.6935852,6974.17436987,7531.6636446,23991412764.14
1901,2019-11-28,0,11,3,7536.82010358,7730.07266616,7454.12179377,7463.1061283,19050116751.27
1902,2019-11-29,3,8,3,7466.72728957,7781.1796785,7460.75621581,7761.24360172,19709695455.78
1903,2019-11-30,2,4,1,7764.05726187,7836.10181158,7515.84946647,7569.63012202,17158194786.41
1904,2019-12-01,0,8,1,7571.61619421,7571.61619421,7291.34195468,7424.29226516,18720708479.35
1905,2019-12-02,1,15,4,7424.03619682,7474.81886382,7233.39953789,7321.98811242,17082040705.78
1906,2019-12-03,1,6,4,7323.97540332,7418.85890799,7229.35711475,7320.1454684,14797485769.1
1907,2019-12-04,1,7,2,7320.12506594,7539.78474641,7170.92266087,7252.03458617,21664240918.45
1908,2019-12-05,5,20,2,7253.24189285,7743.43172474,7232.67698855,7448.30752084,18816085231.3
1909,2019-12-06,4,10,4,7450.56165667,7546.99669772,7392.17506274,7546.99669772,18104466306.77
1910,2019-12-07,1,4,0,7547.26544276,7589.95176549,7525.71133898,7556.23803387,15453520564.06
1911,2019-12-08,2,8,0,7551.33900507,7634.60664192,7476.09125491,7564.3454032,15409908086.2
1912,2019-12-09,6,15,0,7561.79517117,7618.09166983,7365.98519914,7400.89935576,17872021272.39
1913,2019-12-10,5,12,1,7397.13422776,7424.02286377,7246.04375293,7278.1197833,18249031194.89
1914,2019-12-11,3,17,7,7277.19769871,7324.15640741,7195.52739606,7217.4271152,16350490689.28
1915,2019-12-12,2,14,4,7216.73886245,7266.6394584,7164.7412448,7243.13436273,18927080224.02
1916,2019-12-13,4,11,3,7244.66223669,7293.56066067,7227.12274448,7269.68455922,17125736940.17
1917,2019-12-14,1,3,1,7268.90271202,7308.83632746,7097.20887996,7124.67396997,17137029729.95
1918,2019-12-15,1,9,1,7124.23952463,7181.0755288,6924.37592187,7152.30184412,16881129804.3
1919,2019-12-16,5,15,4,7153.66322803,7171.16870269,6903.68277313,6932.48038982,20213265949.62
1920,2019-12-17,5,7,2,6931.31521843,6964.07495829,6587.97426228,6640.51524608,22363804217.34
1921,2019-12-18,5,11,2,6647.69846901,7324.98487298,6540.04927709,7276.80277047,31836522778.2
1922,2019-12-19,4,12,3,7277.59099229,7346.60239301,7041.3820191,7202.84436364,25904604415.96
1923,2019-12-20,0,16,7,7208.63695894,7257.92191888,7086.12400862,7218.81638679,22633815180.05
1924,2019-12-21,0,3,1,7220.59355274,7223.22627792,7112.73608254,7191.15846913,19312552168.11
1925,2019-12-22,0,7,0,7191.18870288,7518.03306263,7167.17911959,7511.58904232,23134537956.15
1926,2019-12-23,3,11,4,7508.90255573,7656.17619127,7326.19251983,7355.62826671,27831788041.21
1927,2019-12-24,1,6,1,7354.39283808,7535.71669352,7269.52874884,7322.5324589,22991622105.41
1928,2019-12-25,0,1,0,7325.75589098,7357.01996276,7220.99109225,7275.15572845,21559505148.81
1929,2019-12-26,4,5,1,7274.79942782,7388.30253592,7200.38659835,7238.96702501,22787010034.35
1930,2019-12-27,0,4,2,7238.14118032,7363.52923526,7189.93393524,7290.08851803,22777360995.57
1931,2019-12-28,0,3,0,7289.0311303,7399.04088941,7286.90517228,7317.99003408,21365673026.12
1932,2019-12-29,0,8,0,7317.64758783,7513.94840873,7279.86546765,7422.65258898,22445257701.74
1933,2019-12-30,0,8,1,7420.27278806,7454.82402731,7276.30814028,7292.99507783,22874131671.99
1934,2019-12-31,1,3,0,7294.4388956,7335.2900508,7169.77768628,7193.59897843,21167946112.3
1935,2020-01-01,0,4,0,7194.89197053,7254.33061134,7174.94415256,7200.17439274,18565664996.79
1936,2020-01-02,4,6,2,7202.55112207,7212.15525252,6935.26997193,6985.47000061,20802083465.33
1937,2020-01-03,3,11,4,6984.4286123,7413.71509934,6914.99590793,7344.88418341,28111481031.94
1938,2020-01-04,0,2,0,7345.37527527,7427.38579435,7309.5140117,7410.65656642,18444271274.76
1939,2020-01-05,0,1,1,7410.45169373,7544.49687224,7400.5355609,7411.31732676,19725074094.54
1940,2020-01-06,0,13,4,7410.45216807,7781.86718275,7409.29318246,7769.21903905,23276261598.25
1941,2020-01-07,0,7,4,7768.68189098,8178.21587336,7768.22771944,8163.69223944,28767291326.97
1942,2020-01-08,2,13,4,8161.93547734,8396.73788064,7956.77421957,8079.86277673,31672559264.52
1943,2020-01-09,4,5,2,8082.29607413,8082.29607413,7842.4036134,7879.07152428,24045990465.65
1944,2020-01-10,3,6,4,7878.30753815,8166.55414039,7726.77498918,8166.55414039,28714583843.78
1945,2020-01-11,0,4,1,8162.1911379,8218.3589373,8029.64210795,8037.53738872,25521165085.37
1946,2020-01-12,0,3,1,8033.26184596,8200.06347027,8009.0588841,8192.49400532,22903438381.39
1947,2020-01-13,2,6,6,8189.77206362,8197.78817891,8079.70074107,8144.19451744,22482910687.9
1948,2020-01-14,3,6,4,8140.93309605,8879.51152651,8140.93309605,8827.76442606,44841784107.18
1949,2020-01-15,2,14,2,8825.34368451,8890.11741953,8657.18744654,8807.01027532,40102834649.97
1950,2020-01-16,1,4,1,8812.48149122,8846.46109861,8612.09583682,8723.78576573,31313981930.82
1951,2020-01-17,2,3,3,8725.20996387,8958.12195167,8677.3163483,8929.0376776,36372139320.44
1952,2020-01-18,0,2,1,8927.21225983,9012.19810645,8827.33234474,8942.80890321,32337772626.8
1953,2020-01-19,0,2,0,8941.44574506,9164.36225977,8620.0799932,8706.24512993,34217320471.4
1954,2020-01-20,2,3,7,8704.63181434,8745.59079709,8560.47404294,8657.64293942,26422375678.05
1955,2020-01-21,2,12,1,8658.99118302,8755.70629569,8544.52045256,8745.89478833,24097418512.01
1956,2020-01-22,3,14,4,8744.21075075,8792.9938714,8636.7474349,8680.87604222,22600204050.58
1957,2020-01-23,1,13,3,8680.65055954,8687.74708842,8333.63787363,8406.5160678,25770680778.69
1958,2020-01-24,3,7,0,8405.56773288,8514.66703526,8266.84057849,8445.43428152,24397913025.68
1959,2020-01-25,0,3,0,8440.11958702,8458.45301525,8296.21900672,8367.84777344,19647331548.68
1960,2020-01-26,0,3,1,8364.41006958,8602.40124618,8325.49808268,8596.82983316,22177678795.56
1961,2020-01-27,4,6,5,8597.30877926,8977.7269618,8597.30877926,8909.81917753,28647338393.17
1962,2020-01-28,4,9,4,8912.52433979,9358.59031703,8908.44692853,9358.59031703,34398744402.69
1963,2020-01-29,3,8,3,9357.47037892,9406.43179329,9269.46813861,9316.62950445,30682598115.46
1964,2020-01-30,0,8,3,9316.01697842,9553.12613251,9230.89727886,9508.9935947,32378792850.88
1965,2020-01-31,3,4,2,9508.31314184,9521.70592625,9230.77618023,9350.52936518,29432489719.13
1966,2020-02-01,0,2,2,9346.35762761,9439.323332,9313.2387904,9392.87536841,25922656496.18
1967,2020-02-02,0,4,1,9389.82059095,9468.79761797,9217.82397728,9344.36529292,30835736946.11
1968,2020-02-03,1,9,2,9344.68367852,9540.37173779,9248.63423233,9293.52108908,30934096508.74
1969,2020-02-04,3,6,4,9292.84190002,9331.26581712,9112.8114171,9180.9629665,29893183716.09
1970,2020-02-05,2,8,9,9183.41577743,9701.30003735,9163.70413921,9613.42428895,35222060874.46
1971,2020-02-06,3,7,6,9617.8210448,9824.61926061,9539.8180851,9729.80223149,37628823715.51
1972,2020-02-07,2,3,4,9726.00315742,9834.71678972,9726.00315742,9795.94377253,34522718159.47
1973,2020-02-08,1,2,0,9793.07042002,9876.74934121,9678.90979138,9865.11946905,35172043761.83
1974,2020-02-09,1,3,1,9863.89488145,10129.4351603,9850.39221314,10116.673759,35807884663.42
1975,2020-02-10,3,5,0,10115.559686,10165.765355,9784.563802,9856.61149362,39386548074.7
1976,2020-02-11,2,8,2,9855.89170857,10210.0526411,9729.33489054,10208.2362609,37648059388.69
1977,2020-02-12,2,7,2,10202.3876541,10393.6117227,10202.3876541,10326.0545246,43444303830.23
1978,2020-02-13,7,9,1,10323.9604932,10457.6271997,10116.1614999,10214.3794638,49356071372.93
1979,2020-02-14,1,10,2,10211.5503892,10321.9957973,10125.5337907,10312.1160909,43338264161.56
1980,2020-02-15,2,2,3,10313.8568369,10341.5559017,9874.4275077,9889.42462838,43865054831.0
1981,2020-02-16,1,2,1,9889.17970534,10053.9690091,9722.38715745,9934.43339025,43374780305.44
1982,2020-02-17,8,5,1,9936.56026014,9938.81578,9507.63799409,9690.14261814,45998298412.6
1983,2020-02-18,0,5,2,9691.23094489,10161.9353141,9632.38276334,10141.9963705,47271023953.43
1984,2020-02-19,1,11,4,10143.7983568,10191.6758471,9611.22354001,9633.38688518,46992019709.92
1985,2020-02-20,4,6,1,9629.32531033,9643.21673144,9507.90006137,9608.47590343,44925260236.83
1986,2020-02-21,3,12,2,9611.78201954,9723.01498512,9589.74360064,9686.44119763,40930547512.66
1987,2020-02-22,0,3,0,9687.70676008,9698.23112312,9600.72878571,9663.18182933,35838025154.26
1988,2020-02-23,1,2,0,9663.31864201,9937.40410608,9657.79114467,9924.51522822,41185185761.49
1989,2020-02-24,3,11,1,9921.58346055,9951.74614899,9537.04322252,9650.17480677,45080496648.35
1990,2020-02-25,5,10,2,9651.31279866,9652.73686506,9305.02118582,9341.70516876,42515259129.21
1991,2020-02-26,7,8,1,9338.29028024,9354.77831023,8704.4265506,8820.52220005,50420050761.92
1992,2020-02-27,3,7,3,8825.09351775,8932.89304727,8577.19930942,8784.49384867,45470195695.09
1993,2020-02-28,6,8,1,8788.72854689,8890.45600513,8492.93215312,8672.45534996,44605450442.74
1994,2020-02-29,1,1,1,8671.21254207,8775.63201232,8599.50861972,8599.50861972,35792392544.01
1995,2020-03-01,2,4,0,8599.7583441,8726.79676016,8471.21262606,8562.45405008,35349164300.14
1996,2020-03-02,4,4,2,8563.26425933,8921.30839546,8532.63094465,8869.67031078,42857674408.88
1997,2020-03-03,5,8,4,8865.38796487,8901.59868323,8704.99029396,8787.78645576,42386715820.56
1998,2020-03-04,5,10,4,8788.54218625,8843.36574975,8712.43181192,8755.24589461,34746706368.15
1999,2020-03-05,1,9,9,8760.28504049,9142.05429624,8757.25403405,9078.76279174,39698054597.43
2000,2020-03-06,5,6,3,9078.30852906,9167.69579623,9032.07958273,9122.54557333,40826885650.94
2001,2020-03-07,1,2,1,9121.60053553,9163.22109566,8890.74417157,8909.9536515,36216930369.67
2002,2020-03-08,0,2,0,8908.20601509,8914.34415498,8105.25280434,8108.11629101,39973102120.57
2003,2020-03-09,7,13,0,8111.14639164,8177.79322362,7690.09818591,7923.6447033,46936995808.18
2004,2020-03-10,2,5,2,7922.1470416,8136.9452227,7814.76324378,7909.72939346,42213940993.61
2005,2020-03-11,4,7,1,7910.08980669,7950.81435628,7642.81243049,7911.43012933,38682762604.64
2006,2020-03-12,10,5,0,7913.61638784,7929.11601884,4860.35383012,4970.78790105,53980357243.05
2007,2020-03-13,5,4,4,5017.83083939,5838.11493749,4106.98075029,5563.70689169,74156772074.96
2008,2020-03-14,1,1,1,5573.07764952,5625.22650517,5125.06934725,5200.36626392,36154506007.58
2009,2020-03-15,2,0,0,5201.06668673,5836.64500618,5169.28339052,5392.31488002,33997889638.76
2010,2020-03-16,5,9,0,5385.22952159,5385.22952159,4575.35788665,5014.47997748,45368026429.62
2011,2020-03-17,0,5,3,5002.5781383,5371.34851644,4981.90941273,5225.62919259,38622642935.25
2012,2020-03-18,3,7,0,5227.1136885,5331.83385967,5069.3361519,5238.43857664,37878801016.34
2013,2020-03-19,3,4,1,5245.4166032,6329.73594838,5236.96875288,6191.19295222,51000731797.43
2014,2020-03-20,2,6,2,6191.65372133,6844.26152806,5865.78196437,6198.77820508,54442976102.51
2015,2020-03-21,0,2,0,6206.52165025,6378.13517055,5932.82338618,6185.06651501,42494390879.61
2016,2020-03-22,2,2,0,6185.55790292,6359.69729033,5823.71407014,5830.25479765,40099664740.06
2017,2020-03-23,2,11,4,5831.37473534,6443.93454693,5785.00445322,6416.31475839,46491915999.72
2018,2020-03-24,4,6,5,6436.64245088,6789.02272423,6411.06651215,6734.80378045,48221910672.25
2019,2020-03-25,4,3,1,6738.71663989,6892.51135949,6536.92618369,6681.06312656,44590107887.94
2020,2020-03-26,6,12,6,6675.17065538,6735.4638794,6590.96271561,6716.44054866,35319797641.53
2021,2020-03-27,10,7,0,6719.38897407,6793.83619652,6466.70180578,6469.79813509,34585598366.55
2022,2020-03-28,5,3,0,6467.25404592,6467.501165,6117.83774851,6242.1938684,34885225901.01
2023,2020-03-29,5,4,0,6245.62462695,6250.46730894,5920.08601757,5922.0431227,28373690930.54
